,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
453,Skoda Rapid 1.6 MPI Elegance,2012,297747.66386465396,116000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
454,Maruti A-Star Vxi,2014,270493.02581714,40000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
455,Tata Indigo CS LS (TDI) BS III,2012,163877.12919962278,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
456,Hyundai Creta 1.6 SX Diesel,2017,957078.9726357944,41000,Diesel,Dealer,Manual,First Owner,20.5 kmpl,1582 CC,126.2 bhp,259.87NM@ 1500-3000rpm,5.0
457,Hyundai Elantra S,2016,748227.2262562364,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0
458,Maruti Swift Dzire VDI Optional,2015,469104.6772884488,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
459,Ford Freestyle Trend Petrol BSIV,2019,756190.9859643345,10000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0
460,Hyundai i20 1.4 Sportz,2017,650268.0080272721,32331,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
461,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,821217.9775658379,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
462,Nissan Micra XV CVT,2014,345626.3465651283,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5.0
463,Mahindra Thar CRDe,2017,658578.0783399224,60000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0
464,Maruti Swift AMT VXI,2019,862604.4837234183,7500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
465,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,907149.5341325029,170000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0
466,Hyundai i10 Magna 1.1L,2014,267618.10431807576,100000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
467,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,980663.8306743639,50000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0
468,Hyundai i20 Active 1.4,2015,494090.2239057258,126000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0
469,Hyundai Verna XXi ABS (Petrol),2009,194704.90429427024,214000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0
470,Honda City i DTEC S,2014,484543.70486940345,110000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
471,Hyundai Santro GLS I - Euro II,2009,215907.16247715708,56000,Petrol,Dealer,Manual,Second Owner,,,,,
472,Maruti Alto LXi,2009,113718.84004996836,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
473,Tata Tigor 1.2 Revotron XT,2018,376100.0130126364,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
474,Maruti Swift Dzire LXI 1.2 BS IV,2018,631955.338660601,5000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
475,Maruti Wagon R LXI,2005,131440.589027384,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
476,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,310536.1057733511,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0
477,Maruti Swift Dzire LXI,2017,495109.97883409646,55000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
478,Honda Civic 1.8 V AT,2009,332919.8449798947,105000,Petrol,Individual,Automatic,Second Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0
479,Maruti Swift VXI Optional,2016,438859.1886591104,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
480,Tata Indica V2 Turbomax DLS BS IV,2012,179774.4085404205,120000,Diesel,Individual,Manual,Second Owner,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5.0
481,Renault Duster 85PS Diesel RxL Optional,2013,352808.098425225,44500,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
482,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,745935.4052787524,32000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
483,Renault Scala Diesel RxE,2015,450403.1792227359,110000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
484,Tata Safari Storme EX,2017,936372.3726222513,20000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
485,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,879259.7770566116,17000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
486,Mahindra KUV 100 mFALCON D75 K8,2016,384423.3524574029,49600,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
487,Hyundai Grand i10 Sportz,2016,415026.75633316266,13500,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
488,Audi A4 35 TDI Premium Plus,2016,2309472.969312269,46000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5.0
489,Ford Figo Diesel Titanium,2011,230317.55351250723,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
490,Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,636130.2039583293,139000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
491,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,664101.4266954537,77524,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5.0
492,Maruti Ertiga ZDI,2013,474964.36128863215,37500,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
493,Hyundai Grand i10 Asta,2015,380230.9805616101,40000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
494,Renault Scala Diesel RxZ,2013,370174.5099373617,120000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
495,Mahindra Verito 1.5 D4 BSIV,2018,569044.393679787,22000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
496,Chevrolet Aveo U-VA 1.2,2010,119693.0480565855,70000,Petrol,Individual,Manual,Third Owner,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5.0
497,Maruti Swift Dzire VXI,2016,387028.426619199,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
498,Tata Aria Pure LX 4x2,2014,597761.7757497845,78000,Diesel,Dealer,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7.0
499,Maruti Wagon R VXI BSIII,2012,234170.48698485718,31000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
500,Hyundai i20 Sportz Option 1.4 CRDi,2015,529738.3336987906,72000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
501,Maruti Eeco 5 Seater AC BSIV,2017,391202.3513730409,90000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
502,Tata Tiago 1.2 Revotron XT,2017,286045.4143961728,68000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
503,Tata Indica V2 DLE BSIII,2011,124039.98664893021,172000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0
504,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1852231.2817480855,36000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0
505,Hyundai Xcent 1.1 CRDi Base,2015,351859.6835667425,91000,Diesel,Individual,Manual,Third Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
506,Maruti Wagon R VXI BS IV,2017,353889.6492849516,65000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
507,Hyundai EON Era Plus,2013,213217.01781039234,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
508,Toyota Etios V,2011,324856.31470040424,28100,Petrol,Individual,Manual,First Owner,,,,,
509,Toyota Corolla Altis 1.8 VL AT,2017,987568.5318577745,7000,Petrol,Dealer,Automatic,Second Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0
510,Nissan Sunny Diesel XV,2013,367897.31890373153,212000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
511,Maruti Alto LX,2010,106351.57837285366,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
512,Maruti Esteem LX - BSIII,1999,121846.5472479067,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5.0
513,Hyundai Grand i10 Magna,2016,352661.5897624986,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
514,Maruti Alto K10 2010-2014 VXI,2012,235390.21921968154,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
515,BMW X4 M Sport X xDrive20d,2019,4673963.892713874,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
516,Honda WR-V i-DTEC VX,2018,994290.6429235361,30000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
517,Ford Endeavour 3.2 Titanium AT 4X4,2016,1705890.4548275326,80000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0
518,Tata Nano LX,2015,94986.35525530722,60000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0
519,Mahindra KUV 100 G80 K8 Dual Tone,2018,431677.2663995268,60000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
520,Mercedes-Benz S-Class S 350 CDI,2017,4762055.735509209,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5.0
521,Tata Tigor 1.2 Revotron XT,2018,376100.0130126364,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
522,Hyundai Grand i10 CRDi Sportz,2016,489904.2638884318,30000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
523,Hyundai Creta 1.6 CRDi AT SX Plus,2018,1157052.2322128664,44000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
524,Hyundai i20 1.4 CRDi Magna,2011,305199.7616547849,105000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
525,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1936183.0302569373,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0
526,Maruti 800 AC,2007,78073.27962008955,73257,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
527,Maruti Alto Std,2009,101528.5571124374,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
528,Honda Jazz 1.5 S i DTEC,2017,826637.7836782908,50000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
529,Honda Jazz 1.2 V AT i VTEC Privilege,2017,568845.6571343063,40000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
530,Maruti Alto 800 LXI,2016,232609.2613325383,65000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
531,Maruti Swift Dzire LDI,2016,428806.8240588867,120000,Diesel,Individual,Manual,Third Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
532,Hyundai i20 Asta Option 1.4 CRDi,2016,642928.6985161495,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
533,Honda Jazz VX,2016,492387.1557670342,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
534,Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010,122302.88174368297,48000,Petrol,Individual,Manual,First Owner,15.8 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0
535,Hyundai i20 Asta 1.2,2013,276134.216464419,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
536,Maruti Wagon R LXI,2013,277430.98482324084,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
537,Maruti Wagon R LXI DUO BSIII,2008,176325.93484960948,80000,LPG,Individual,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5.0
538,Honda Jazz VX,2016,492387.1557670342,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
539,Tata New Safari DICOR 2.2 EX 4x2,2011,376526.44708516955,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
540,Datsun RediGO AMT 1.0 S,2018,379064.4412591323,20000,Petrol,Individual,Automatic,First Owner,23.0 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
541,Maruti Alto 800 VXI,2013,143356.6060092322,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
542,Maruti Omni E MPI STD BS IV,2017,249587.47748417215,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0
543,Hyundai Xcent 1.2 Kappa S,2014,318301.16237858427,121000,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
544,Opel Astra 1.6,1998,116028.15134398904,110000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1598 CC,77 bhp,121Nm@ 2800rpm,5.0
545,Maruti Alto K10 VXI,2014,273109.93243437813,100000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
546,Renault Duster 85PS Diesel RxL Optional,2013,310738.52047192655,100600,Diesel,Individual,Manual,Third Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
547,Tata Sumo MKII GX BS IV,2011,358774.1778977259,90000,Diesel,Individual,Manual,Second Owner,13.55 kmpl,2179 CC,118.35 bhp,250Nm@ 1500-3000rpm,7.0
548,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,396961.844234451,70000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
549,Maruti Eeco 7 Seater Standard BSIV,2011,236336.03637270798,100000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0
550,Maruti Celerio VXI AT,2017,401441.8637178569,30000,Petrol,Individual,Automatic,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
551,Chevrolet Sail Hatchback Diesel,2013,270161.39265043085,68000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0
552,Toyota Corolla Altis Diesel D4DG,2010,450552.0452516544,83585,Diesel,Dealer,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
553,Maruti Swift VDI,2015,503382.60480096156,87847,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
554,Hyundai i20 1.2 Asta Option,2017,469519.68342367996,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
555,Mahindra XUV300 W8 Option BSIV,2019,796434.5607056513,22000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5.0
556,Ford Fiesta Classic 1.4 Duratorq LXI,2011,222834.68319511513,93500,Diesel,Individual,Manual,Second Owner,18.6 kmpl,1388 CC,67 bhp,160Nm@ 2000rpm,5.0
557,Maruti Ertiga VXI,2018,754865.7804769981,47000,Petrol,Dealer,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
558,Jeep Compass 2.0 Limited,2017,1561329.6488891686,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
559,Hyundai i20 1.2 Spotz,2018,568452.6942541478,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
560,Maruti Swift Dzire VDi,2012,306479.1630965985,58400,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
561,Mahindra TUV 300 T8,2017,778781.3046781307,70000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
562,Hyundai i20 1.4 Sportz,2017,683308.6473662829,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
563,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,1133440.0188438208,15000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
564,Hyundai Santro Xing GLS,2010,152888.26862824798,56000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
565,Maruti Wagon R AX Minor,2007,154420.05544289,63000,Petrol,Individual,Automatic,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
566,Maruti SX4 ZXI AT,2011,284136.8193871662,65000,Petrol,Individual,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
567,Mahindra TUV 300 T8,2016,687532.1641023816,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
568,Chevrolet Aveo U-VA 1.2 LS,2010,156932.35558781907,60000,Petrol,Individual,Manual,First Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5.0
569,Mitsubishi Pajero Sport Anniversary Edition,2015,1123993.203392615,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7.0
570,Tata Tiago 1.2 Revotron XT,2018,396198.9350545787,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
571,Honda City i-VTEC VX,2018,860662.9544890898,5500,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0
572,Honda City i VTEC VX Option,2015,561521.8332953803,39000,Petrol,Dealer,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
573,Ford Ikon 1.4 TDCi DuraTorq,2009,180912.11927721192,140000,Diesel,Individual,Manual,Second Owner,13.8 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
574,Hyundai Santro GLS I - Euro II,2001,144529.40779090574,70000,Petrol,Individual,Manual,Second Owner,,,,,
575,Nissan Micra Fashion Edition XL CVT,2017,489539.69777521456,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4000rpm,5.0
576,Mahindra Scorpio SLX 4WD LE,2008,340659.0917549536,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
577,Toyota Innova 2.5 V Diesel 7-seater,2007,369621.6913718751,260000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
578,Maruti Omni E 8 Str STD,2012,237130.06747678033,60000,Petrol,Individual,Manual,Third Owner,,,,,
579,Toyota Corolla Altis Diesel D4DG,2012,422284.4241809695,125000,Diesel,Individual,Manual,Second Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
580,Volkswagen Vento Petrol Highline AT,2011,266755.5837506194,140000,Petrol,Individual,Automatic,Second Owner,14.4 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5.0
581,Volvo V40 D3 R-Design,2018,2898299.3313818835,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
582,Hyundai i20 Magna 1.2,2015,359332.763569514,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
583,Hyundai Accent GLE,2008,175625.19689242163,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0
584,Mahindra Bolero Power Plus LX,2017,558755.6664921521,80000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0
585,Volvo V40 D3 R-Design,2018,2898299.3313818835,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
586,Chevrolet Optra Magnum 2.0 LT,2011,327356.533107398,119000,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0
587,Hyundai EON Era Plus,2016,264357.11146274174,110000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
588,Hyundai EON Magna Plus,2014,231319.2627938914,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
589,Skoda Rapid 1.6 MPI AT Elegance,2016,539105.1345243193,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
590,Nissan Sunny XV D,2015,500951.43551392143,61000,Diesel,Dealer,Manual,Second Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
591,Maruti Ritz VDi,2012,317492.5175051639,70000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
592,Mahindra Scorpio S4 9 Seater,2014,773151.0924184709,25000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9.0
593,Maruti Wagon R LXI BS IV,2015,276266.6879355375,50000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
594,Maruti 800 EX BSII,2003,68842.57110742883,36088,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
595,Hyundai i20 Asta 1.4 CRDi,2013,378666.1548987448,110000,Diesel,Individual,Manual,Second Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
596,Maruti Baleno Alpha 1.3,2018,817883.6829340728,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
597,Volvo V40 D3 R-Design,2018,2898299.3313818835,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
598,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,496625.28977733664,135000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
599,Ford Figo 1.5D Base MT,2017,683648.4371498458,113000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
600,BMW X4 M Sport X xDrive20d,2019,4669328.95056532,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
601,Hyundai i20 Sportz 1.2,2012,255860.80610749696,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
602,Maruti Swift VDI,2013,270266.5721094847,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
